id,product,price,qty,image_path,category
5a0e7947fc13ae642f00003a,Foil - Round Foil,$4.00,20.25,http://dummyimage.com/101x216.bmp/ff4444/ffffff,Home
5a0e7947fc13ae642f00003b,Garlic - Peeled,$8.85,45.02,http://dummyimage.com/201x139.jpg/ff4444/ffffff,Electronics
5a0e7947fc13ae642f00003c,Soup Campbells - Tomato Bisque,$5.52,13.06,http://dummyimage.com/189x181.jpg/5fa2dd/ffffff,Garden
5a0e7947fc13ae642f00003d,Bread - Sour Sticks With Onion,$7.61,38.85,http://dummyimage.com/176x221.jpg/5fa2dd/ffffff,Music
5a0e7947fc13ae642f00003e,"Soup - Canadian Pea, Dry Mix",$1.05,31.67,http://dummyimage.com/131x209.png/cc0000/ffffff,Clothing
5a0e7947fc13ae642f00003f,Chicken - Base,$8.92,77.21,http://dummyimage.com/101x219.jpg/cc0000/ffffff,Garden
5a0e7947fc13ae642f000040,"Lamb - Whole, Frozen",$2.06,52.11,http://dummyimage.com/205x172.bmp/dddddd/000000,Kids
5a0e7947fc13ae642f000041,Creamers - 10%,$5.41,75.77,http://dummyimage.com/115x199.png/ff4444/ffffff,Clothing
5a0e7947fc13ae642f000042,Beef - Ox Tongue,$1.08,60.39,http://dummyimage.com/174x232.bmp/dddddd/000000,Sports
5a0e7947fc13ae642f000043,"Vermouth - White, Cinzano",$2.89,73.42,http://dummyimage.com/125x127.jpg/ff4444/ffffff,Electronics
5a0e7947fc13ae642f000044,Banana Turning,$7.81,78.65,http://dummyimage.com/230x196.png/dddddd/000000,Movies
5a0e7947fc13ae642f000045,"Chestnuts - Whole,canned",$4.95,42.86,http://dummyimage.com/222x234.bmp/5fa2dd/ffffff,Books
5a0e7947fc13ae642f000046,Lamb - Sausage Casings,$9.59,72.34,http://dummyimage.com/130x132.bmp/cc0000/ffffff,Health
5a0e7947fc13ae642f000047,Wine - Chateau Timberlay,$5.01,49.69,http://dummyimage.com/160x233.jpg/dddddd/000000,Music
5a0e7947fc13ae642f000048,Snapple - Iced Tea Peach,$0.85,92.83,http://dummyimage.com/113x155.png/dddddd/000000,Movies
5a0e7947fc13ae642f000049,"Oranges - Navel, 72",$8.69,96.79,http://dummyimage.com/166x241.bmp/cc0000/ffffff,Music
5a0e7947fc13ae642f00004a,Cheese - Grie Des Champ,$5.59,34.77,http://dummyimage.com/147x114.bmp/dddddd/000000,Shoes
5a0e7947fc13ae642f00004b,Sandwich Wrap,$8.59,63.5,http://dummyimage.com/107x129.bmp/cc0000/ffffff,Garden
5a0e7947fc13ae642f00004c,"Bread - White, Sliced",$8.22,64.18,http://dummyimage.com/205x112.jpg/cc0000/ffffff,Grocery
5a0e7947fc13ae642f00004d,"Nut - Chestnuts, Whole",$5.20,36.88,http://dummyimage.com/186x230.png/cc0000/ffffff,Toys
5a0e7947fc13ae642f00004e,"Salmon - Smoked, Sliced",$1.71,77.74,http://dummyimage.com/166x235.png/5fa2dd/ffffff,Sports
5a0e7947fc13ae642f00004f,Nantuket Peach Orange,$8.49,36.94,http://dummyimage.com/183x178.png/ff4444/ffffff,Jewelery
5a0e7947fc13ae642f000050,Bread - Bistro Sour,$1.20,67.97,http://dummyimage.com/122x216.png/dddddd/000000,Tools
5a0e7947fc13ae642f000051,"Apple - Delicious, Golden",$8.15,53.76,http://dummyimage.com/151x103.bmp/cc0000/ffffff,Music
5a0e7947fc13ae642f000052,Wine - Prosecco Valdobiaddene,$5.43,16.33,http://dummyimage.com/204x186.png/cc0000/ffffff,Health
5a0e7947fc13ae642f000053,Cheese - Brick With Onion,$7.56,6.61,http://dummyimage.com/250x249.jpg/dddddd/000000,Clothing
5a0e7947fc13ae642f000054,Raisin - Golden,$5.26,8.04,http://dummyimage.com/104x125.bmp/cc0000/ffffff,Jewelery
5a0e7947fc13ae642f000055,Bandage - Fexible 1x3,$7.90,44.69,http://dummyimage.com/155x235.bmp/5fa2dd/ffffff,Sports
5a0e7947fc13ae642f000056,Rootbeer,$5.09,86.79,http://dummyimage.com/174x122.bmp/dddddd/000000,Toys
5a0e7947fc13ae642f000057,Flower - Leather Leaf Fern,$8.70,26.25,http://dummyimage.com/170x136.jpg/dddddd/000000,Books
5a0e7947fc13ae642f000058,Beer - Heinekin,$5.59,88.32,http://dummyimage.com/219x212.bmp/5fa2dd/ffffff,Grocery
5a0e7947fc13ae642f000059,Salmon - Fillets,$9.64,15.15,http://dummyimage.com/143x147.jpg/5fa2dd/ffffff,Electronics
5a0e7947fc13ae642f00005a,Sugar - Monocystal / Rock,$3.18,56.62,http://dummyimage.com/235x113.bmp/dddddd/000000,Jewelery
5a0e7947fc13ae642f00005b,Gelatine Leaves - Envelopes,$4.29,71.37,http://dummyimage.com/108x119.bmp/ff4444/ffffff,Toys
5a0e7947fc13ae642f00005c,Sprouts - Corn,$8.63,45.46,http://dummyimage.com/219x124.jpg/cc0000/ffffff,Tools
5a0e7947fc13ae642f00005d,Tray - 16in Rnd Blk,$8.46,31.87,http://dummyimage.com/143x183.jpg/5fa2dd/ffffff,Games
5a0e7947fc13ae642f00005e,Cauliflower,$0.65,76.18,http://dummyimage.com/136x223.jpg/cc0000/ffffff,Computers
5a0e7947fc13ae642f00005f,Salt - Celery,$8.29,4.88,http://dummyimage.com/119x172.bmp/ff4444/ffffff,Electronics
5a0e7947fc13ae642f000060,"Napkin - Beverge, White 2 - Ply",$2.93,72.44,http://dummyimage.com/139x207.bmp/5fa2dd/ffffff,Jewelery
5a0e7947fc13ae642f000061,Wheat - Soft Kernal Of Wheat,$8.00,59.36,http://dummyimage.com/116x207.png/ff4444/ffffff,Automotive
5a0e7947fc13ae642f000062,Squash - Sunburst,$3.52,86.66,http://dummyimage.com/211x108.png/5fa2dd/ffffff,Health
5a0e7947fc13ae642f000063,Cake Sheet Combo Party Pack,$1.70,57.92,http://dummyimage.com/180x128.bmp/5fa2dd/ffffff,Tools
5a0e7947fc13ae642f000064,Bananas,$0.95,98.46,http://dummyimage.com/187x123.png/dddddd/000000,Automotive
5a0e7947fc13ae642f000065,Marjoram - Fresh,$2.68,19.28,http://dummyimage.com/198x207.png/ff4444/ffffff,Computers
5a0e7947fc13ae642f000066,"Juice - Grapefruit, 341 Ml",$5.40,26.21,http://dummyimage.com/184x148.png/dddddd/000000,Baby
5a0e7947fc13ae642f000067,Flavouring - Orange,$6.59,74.66,http://dummyimage.com/111x130.bmp/cc0000/ffffff,Automotive
5a0e7947fc13ae642f000068,Lid Tray - 16in Dome,$2.69,69.26,http://dummyimage.com/208x243.bmp/cc0000/ffffff,Kids
5a0e7947fc13ae642f000069,Sauce - Thousand Island,$6.57,33.7,http://dummyimage.com/250x109.bmp/5fa2dd/ffffff,Garden
5a0e7947fc13ae642f00006a,"Soup - French Onion, Dry",$2.13,9.93,http://dummyimage.com/197x219.bmp/dddddd/000000,Home
5a0e7947fc13ae642f00006b,V8 Splash Strawberry Banana,$3.74,90.25,http://dummyimage.com/230x110.png/ff4444/ffffff,Electronics
5a0e7947fc13ae642f00006c,Sun - Dried Tomatoes,$4.40,73.53,http://dummyimage.com/140x194.png/dddddd/000000,Toys
5a0e7947fc13ae642f00006d,Cheese - Colby,$4.32,48.7,http://dummyimage.com/122x246.jpg/5fa2dd/ffffff,Games
5a0e7947fc13ae642f00006e,Food Colouring - Blue,$2.80,91.32,http://dummyimage.com/119x218.jpg/5fa2dd/ffffff,Kids
5a0e7947fc13ae642f00006f,Carroway Seed,$5.33,76.2,http://dummyimage.com/116x221.bmp/ff4444/ffffff,Automotive
5a0e7947fc13ae642f000070,Cheese - Parmesan Cubes,$2.97,85.82,http://dummyimage.com/128x183.jpg/dddddd/000000,Baby
5a0e7947fc13ae642f000071,Lemon Grass,$2.34,71.28,http://dummyimage.com/105x176.png/ff4444/ffffff,Grocery
5a0e7947fc13ae642f000072,Flour - Strong,$1.57,80.86,http://dummyimage.com/144x230.bmp/5fa2dd/ffffff,Home
5a0e7947fc13ae642f000073,"Pork - Ham, Virginia",$6.72,34.74,http://dummyimage.com/227x174.bmp/ff4444/ffffff,Automotive
5a0e7947fc13ae642f000074,Tofu - Soft,$0.27,17.42,http://dummyimage.com/144x124.jpg/dddddd/000000,Movies
5a0e7947fc13ae642f000075,Bagel - Plain,$8.11,93.26,http://dummyimage.com/238x116.jpg/5fa2dd/ffffff,Books
5a0e7947fc13ae642f000076,Table Cloth 62x120 Colour,$0.51,86.9,http://dummyimage.com/180x196.jpg/cc0000/ffffff,Baby
5a0e7947fc13ae642f000077,Cheese - Pied De Vents,$7.92,46.14,http://dummyimage.com/107x157.bmp/ff4444/ffffff,Grocery
5a0e7947fc13ae642f000078,Tea - Decaf Lipton,$5.86,23.23,http://dummyimage.com/113x223.png/ff4444/ffffff,Toys
5a0e7947fc13ae642f000079,Lettuce - Belgian Endive,$9.07,63.26,http://dummyimage.com/119x182.bmp/cc0000/ffffff,Jewelery
5a0e7947fc13ae642f00007a,Veal - Sweetbread,$9.47,41.44,http://dummyimage.com/231x145.png/dddddd/000000,Clothing
5a0e7947fc13ae642f00007b,Soup - French Can Pea,$7.75,21.04,http://dummyimage.com/139x235.png/dddddd/000000,Jewelery
5a0e7947fc13ae642f00007c,Pumpkin,$9.59,37.8,http://dummyimage.com/167x120.jpg/dddddd/000000,Music
5a0e7947fc13ae642f00007d,Squash - Acorn,$1.58,26.07,http://dummyimage.com/209x218.jpg/cc0000/ffffff,Tools
5a0e7947fc13ae642f00007e,"Marsala - Sperone, Fine, D.o.c.",$6.25,70.22,http://dummyimage.com/188x160.png/5fa2dd/ffffff,Industrial
5a0e7947fc13ae642f00007f,Galliano,$9.13,57.18,http://dummyimage.com/215x118.png/5fa2dd/ffffff,Health
5a0e7947fc13ae642f000080,"Wine - White, Riesling, Henry Of",$9.49,20.29,http://dummyimage.com/133x100.bmp/5fa2dd/ffffff,Kids
5a0e7947fc13ae642f000081,"Bread - Dark Rye, Loaf",$9.86,14.67,http://dummyimage.com/236x148.bmp/dddddd/000000,Games
5a0e7947fc13ae642f000082,Shiratamako - Rice Flour,$7.70,26.4,http://dummyimage.com/125x171.bmp/cc0000/ffffff,Home
5a0e7947fc13ae642f000083,Wooden Mop Handle,$1.63,68.78,http://dummyimage.com/219x233.jpg/5fa2dd/ffffff,Computers
5a0e7947fc13ae642f000084,Cucumber - English,$9.34,26.92,http://dummyimage.com/200x227.bmp/5fa2dd/ffffff,Health
5a0e7947fc13ae642f000085,Rice - Aborio,$4.12,73.12,http://dummyimage.com/145x149.png/cc0000/ffffff,Kids
5a0e7947fc13ae642f000086,Lobster - Cooked,$1.04,75.05,http://dummyimage.com/196x216.bmp/5fa2dd/ffffff,Outdoors
5a0e7947fc13ae642f000087,Beans - Kidney White,$2.26,40.0,http://dummyimage.com/246x163.jpg/cc0000/ffffff,Home
5a0e7947fc13ae642f000088,"Trout - Rainbow, Fresh",$5.14,4.23,http://dummyimage.com/184x226.png/cc0000/ffffff,Automotive
5a0e7947fc13ae642f000089,Flour - Cake,$3.80,64.92,http://dummyimage.com/152x104.jpg/cc0000/ffffff,Shoes
5a0e7947fc13ae642f00008a,Beer - Pilsner Urquell,$3.67,73.33,http://dummyimage.com/203x189.png/dddddd/000000,Garden
5a0e7947fc13ae642f00008b,Paper Cocktail Umberlla 80 - 180,$3.99,56.14,http://dummyimage.com/217x160.png/cc0000/ffffff,Jewelery
5a0e7947fc13ae642f00008c,Bread Base - Toscano,$7.14,19.12,http://dummyimage.com/239x122.jpg/ff4444/ffffff,Sports
5a0e7947fc13ae642f00008d,Salad Dressing,$0.22,93.16,http://dummyimage.com/226x226.png/cc0000/ffffff,Beauty
5a0e7947fc13ae642f00008e,Squid U5 - Thailand,$3.93,26.46,http://dummyimage.com/104x144.bmp/cc0000/ffffff,Grocery
5a0e7947fc13ae642f00008f,"Juice - Clam, 46 Oz",$6.80,51.94,http://dummyimage.com/242x244.png/cc0000/ffffff,Toys
5a0e7947fc13ae642f000090,Wine - Jaboulet Cotes Du Rhone,$1.21,89.65,http://dummyimage.com/170x194.jpg/5fa2dd/ffffff,Automotive
5a0e7947fc13ae642f000091,"Rum - Dark, Bacardi, Black",$0.59,46.58,http://dummyimage.com/160x144.png/cc0000/ffffff,Home
5a0e7947fc13ae642f000092,"Trout - Rainbow, Fresh",$5.19,67.78,http://dummyimage.com/250x246.bmp/cc0000/ffffff,Toys
5a0e7947fc13ae642f000093,Venison - Ground,$9.35,98.66,http://dummyimage.com/238x215.png/ff4444/ffffff,Beauty
5a0e7947fc13ae642f000094,"Cheese - Cheddar, Old White",$3.03,47.49,http://dummyimage.com/164x182.png/dddddd/000000,Health
5a0e7947fc13ae642f000095,Vodka - Smirnoff,$7.35,91.77,http://dummyimage.com/250x216.png/dddddd/000000,Garden
5a0e7947fc13ae642f000096,Onion Powder,$8.82,48.4,http://dummyimage.com/132x216.png/5fa2dd/ffffff,Computers
5a0e7947fc13ae642f000097,"Star Anise, Whole",$8.98,39.47,http://dummyimage.com/238x175.png/dddddd/000000,Movies
5a0e7947fc13ae642f000098,Avocado,$0.70,45.69,http://dummyimage.com/179x133.png/ff4444/ffffff,Games
5a0e7947fc13ae642f000099,Nantucket - Pomegranate Pear,$1.94,44.97,http://dummyimage.com/116x203.jpg/dddddd/000000,Kids
5a0e7947fc13ae642f00009a,Yeast Dry - Fermipan,$5.11,81.84,http://dummyimage.com/114x212.png/cc0000/ffffff,Beauty
5a0e7947fc13ae642f00009b,Sage Ground Wiberg,$9.03,42.36,http://dummyimage.com/157x130.jpg/cc0000/ffffff,Health
5a0e7947fc13ae642f00009c,Heavy Duty Dust Pan,$4.27,43.25,http://dummyimage.com/127x242.jpg/ff4444/ffffff,Beauty
5a0e7947fc13ae642f00009d,"Juice - Apple, 500 Ml",$9.25,18.42,http://dummyimage.com/110x126.jpg/5fa2dd/ffffff,Toys
5a0e7947fc13ae642f00009e,Celery Root,$4.37,24.18,http://dummyimage.com/121x212.png/ff4444/ffffff,Books
5a0e7947fc13ae642f00009f,Tomato Puree,$0.21,69.55,http://dummyimage.com/138x102.jpg/ff4444/ffffff,Clothing
5a0e7947fc13ae642f0000a0,Swiss Chard,$8.95,34.28,http://dummyimage.com/147x230.bmp/ff4444/ffffff,Tools
5a0e7947fc13ae642f0000a1,Shopper Bag - S - 4,$1.52,3.54,http://dummyimage.com/213x219.png/dddddd/000000,Home
5a0e7947fc13ae642f0000a2,Ecolab - Ster Bac,$8.41,10.53,http://dummyimage.com/107x140.jpg/5fa2dd/ffffff,Grocery
5a0e7947fc13ae642f0000a3,Sage Ground Wiberg,$7.40,64.88,http://dummyimage.com/102x203.jpg/5fa2dd/ffffff,Toys
5a0e7947fc13ae642f0000a4,Nantucket Pine Orangebanana,$9.70,53.4,http://dummyimage.com/250x244.jpg/dddddd/000000,Home
5a0e7947fc13ae642f0000a5,Beer - Creemore,$9.34,60.17,http://dummyimage.com/215x146.png/5fa2dd/ffffff,Music
5a0e7947fc13ae642f0000a6,Beer - Guiness,$8.62,67.97,http://dummyimage.com/114x193.bmp/cc0000/ffffff,Toys
5a0e7947fc13ae642f0000a7,Cake - Night And Day Choclate,$9.75,5.48,http://dummyimage.com/182x157.png/ff4444/ffffff,Books
5a0e7947fc13ae642f0000a8,Wine - White Cab Sauv.on,$6.58,20.23,http://dummyimage.com/142x174.bmp/ff4444/ffffff,Books
5a0e7947fc13ae642f0000a9,Filo Dough,$7.62,95.93,http://dummyimage.com/204x165.png/5fa2dd/ffffff,Music
5a0e7947fc13ae642f0000aa,Spinach - Baby,$5.94,28.39,http://dummyimage.com/153x241.bmp/5fa2dd/ffffff,Automotive
5a0e7947fc13ae642f0000ab,"Pesto - Primerba, Paste",$6.96,27.19,http://dummyimage.com/153x127.bmp/ff4444/ffffff,Industrial
5a0e7947fc13ae642f0000ac,Pancetta,$1.35,66.34,http://dummyimage.com/106x205.bmp/ff4444/ffffff,Sports
5a0e7947fc13ae642f0000ad,Dikon,$1.35,31.29,http://dummyimage.com/147x233.jpg/dddddd/000000,Home
5a0e7947fc13ae642f0000ae,Flower - Commercial Spider,$5.26,8.77,http://dummyimage.com/200x151.png/dddddd/000000,Shoes
5a0e7947fc13ae642f0000af,Apple - Macintosh,$7.47,78.16,http://dummyimage.com/244x111.jpg/dddddd/000000,Sports
5a0e7947fc13ae642f0000b0,Wine - Barbera Alba Doc 2001,$0.54,50.56,http://dummyimage.com/244x183.jpg/ff4444/ffffff,Kids
5a0e7947fc13ae642f0000b1,"Napkin - Beverge, White 2 - Ply",$7.94,63.73,http://dummyimage.com/124x155.png/ff4444/ffffff,Baby
5a0e7947fc13ae642f0000b2,Tomato - Peeled Italian Canned,$3.38,75.48,http://dummyimage.com/244x247.png/dddddd/000000,Movies
5a0e7947fc13ae642f0000b3,"Corn - Cream, Canned",$0.40,30.65,http://dummyimage.com/203x119.png/ff4444/ffffff,Shoes
5a0e7947fc13ae642f0000b4,Wine - Shiraz South Eastern,$1.20,12.61,http://dummyimage.com/221x107.png/ff4444/ffffff,Toys
5a0e7947fc13ae642f0000b5,Pork - European Side Bacon,$1.74,71.7,http://dummyimage.com/248x210.png/5fa2dd/ffffff,Movies
5a0e7947fc13ae642f0000b6,Truffle Shells - White Chocolate,$2.93,62.98,http://dummyimage.com/211x230.bmp/5fa2dd/ffffff,Beauty
5a0e7947fc13ae642f0000b7,"Tortillas - Flour, 8",$2.16,15.73,http://dummyimage.com/193x239.bmp/ff4444/ffffff,Computers
5a0e7947fc13ae642f0000b8,Appetizer - Veg Assortment,$0.42,47.88,http://dummyimage.com/242x135.png/cc0000/ffffff,Books
5a0e7947fc13ae642f0000b9,Shiratamako - Rice Flour,$3.87,87.85,http://dummyimage.com/187x244.jpg/ff4444/ffffff,Movies
5a0e7947fc13ae642f0000ba,Cheese Cloth No 60,$0.24,14.82,http://dummyimage.com/155x196.png/5fa2dd/ffffff,Kids
5a0e7947fc13ae642f0000bb,"Stock - Beef, White",$5.72,16.84,http://dummyimage.com/189x240.jpg/dddddd/000000,Electronics
5a0e7947fc13ae642f0000bc,Kaffir Lime Leaves,$1.41,54.88,http://dummyimage.com/236x184.bmp/cc0000/ffffff,Tools
5a0e7947fc13ae642f0000bd,Macaroons - Homestyle Two Bit,$0.30,29.85,http://dummyimage.com/183x205.png/5fa2dd/ffffff,Clothing
5a0e7947fc13ae642f0000be,Cleaner - Comet,$5.71,43.17,http://dummyimage.com/227x207.bmp/cc0000/ffffff,Kids
5a0e7947fc13ae642f0000bf,Ecolab - Hand Soap Form Antibac,$1.09,29.62,http://dummyimage.com/124x125.png/5fa2dd/ffffff,Garden
5a0e7947fc13ae642f0000c0,Pasta - Ravioli,$3.58,25.97,http://dummyimage.com/175x199.bmp/ff4444/ffffff,Kids
5a0e7947fc13ae642f0000c1,Cheese - Provolone,$2.00,30.63,http://dummyimage.com/175x176.png/dddddd/000000,Industrial
5a0e7947fc13ae642f0000c2,Bar - Granola Trail Mix Fruit Nut,$7.39,92.75,http://dummyimage.com/186x182.png/ff4444/ffffff,Sports
5a0e7947fc13ae642f0000c3,Beans - Wax,$7.83,82.57,http://dummyimage.com/109x114.bmp/cc0000/ffffff,Sports
5a0e7947fc13ae642f0000c4,Whmis Spray Bottle Graduated,$4.74,41.82,http://dummyimage.com/181x188.png/ff4444/ffffff,Movies
5a0e7947fc13ae642f0000c5,Milk - 2% 250 Ml,$5.74,1.3,http://dummyimage.com/147x141.bmp/dddddd/000000,Baby
5a0e7947fc13ae642f0000c6,Tilapia - Fillets,$9.98,48.14,http://dummyimage.com/190x231.bmp/ff4444/ffffff,Kids
5a0e7947fc13ae642f0000c7,Soup - Campbells Mushroom,$5.46,54.02,http://dummyimage.com/160x117.png/cc0000/ffffff,Jewelery
